,fed_rssd,inst.webaddr,cbsa_metro,mutual,cert,docket,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,county,cbsa_metro_name,estymd,offdom,offfor,stmult,specgrp,subchaps,insdate,effdate,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb
4969,3271986,www.timberlinebank.com,24300.0,Stock,57857,0,3282713,Timberline Bank,Grand Junction,CO,81505,3/31/2019,5/19/2019,NM,633 24 Road,TIMBERLINE BANCORPORATION,Mesa,"Grand Junction, CO",10/25/2004,3,0,0,4,0,10/25/2004,9/10/2007,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1
4970,962256,https://www.timberwoodbanks.com,,Stock,15158,0,3179961,Timberwood Bank,Tomah,WI,54660,3/31/2019,5/19/2019,NM,110 West Veterans Street,"TOMAH BANCSHARES, INC.",Monroe,,8/1/1907,2,0,0,4,0,1/1/1934,4/26/2018,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1
4971,27070,www.timefederalsavings.com,,Non-Stock,29294,3235,0,Time Federal Savings Bank,Medford,WI,54451,3/31/2019,5/19/2019,SA,675 E. Broadway Ave.,,Taylor,,2/18/1935,6,0,0,5,0,2/18/1935,7/21/2011,0,0,OCC,DIF,Chicago,CHICAGO,Eau Claire,Minneapolis,Central,Central,0,1
4972,910118,http://www.tiogabank.com,13780.0,Stock,9410,11203,1048858,Tioga State Bank,Spencer,NY,14883,3/31/2019,5/19/2019,SM,1 Main Street,"TSB SERVICES, INC.",Tioga,"Binghamton, NY",3/24/1884,11,0,0,4,0,1/1/1934,3/31/2006,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1
4973,885579,www.tiogafranklin.com,37980.0,Non-Stock,33802,9466,0,Tioga-Franklin Savings Bank,Philadelphia,PA,19125,3/31/2019,5/19/2019,SB,320 East Girard Avenue,,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",3/31/1873,1,0,0,4,0,7/1/2000,2/12/2016,0,0,FDIC,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1
4974,328357,www.titanbank.com,,Stock,3225,0,3831625,"Titan Bank, N.A.",Mineral Wells,TX,76067,3/31/2019,5/19/2019,N,1701 East Hubbard Avenue,"BMC BANCSHARES, INC.",Palo Pinto,,1/1/1907,2,0,0,4,1,1/1/1934,6/22/2015,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
4975,334648,http://www.tsbbank.com,,Stock,17302,0,1209837,Titonka Savings Bank,Titonka,IA,50480,3/31/2019,5/19/2019,SM,173 Main Street North,"TITONKA BANCSHARES, INC.",Kossuth,,1/1/1916,3,0,0,2,0,1/4/1954,9/30/2007,0,1,FED,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1
4976,598646,www.tnbbank.net,,Stock,938,13058,1840016,TNB Bank,Tuscola,IL,61953,3/31/2019,5/19/2019,NM,900 S. Progress Boulevard,"TNB BANCORP, INC.",Douglas,,1/1/1890,1,0,0,2,0,1/1/1934,6/29/2017,0,0,FDIC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1
4977,2305969,www.tnbank.bank,28940.0,Stock,34023,14045,3082454,TNBANK,Oak Ridge,TN,37830,3/31/2019,5/19/2019,NM,401 South Illinois Avenue,"TENNESSEE VALLEY FINANCIAL HOLDINGS, INC.",Anderson,"Knoxville, TN",5/30/1995,6,0,0,4,0,5/30/1995,7/29/2015,0,1,FDIC,DIF,Dallas,DALLAS,Knoxville,Atlanta,Southern,Southeast,0,1
4978,1879016,http://www.todaysbank.com,22220.0,Stock,33470,0,1951172,Today's Bank,Huntsville,AR,72740,3/31/2019,5/19/2019,NM,432 Madison 1650,"MATHIAS BANCSHARES, INC.",Madison,"Fayetteville-Springdale-Rogers, AR-MO",7/26/1991,11,0,0,4,1,7/26/1991,9/23/2016,0,0,FDIC,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Western,0,1
4979,3166699,www.tollesonwealth.com,19100.0,Stock,57522,0,3191712,Tolleson Private Bank,Dallas,TX,75205,3/31/2019,5/19/2019,NM,"5550 Preston Road, Suite B","TOLLESON WEALTH MANAGEMENT, INC.",Dallas,"Dallas-Fort Worth-Arlington, TX",2/3/2003,1,0,0,8,1,2/3/2003,12/15/2014,0,1,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
4980,465672,http://www.tomahawkcommunitybank.com,,Stock,30516,5484,0,Tomahawk Community Bank S.S.B.,Tomahawk,WI,54487,3/31/2019,5/19/2019,SB,15 East Wisconsin Avenue,,Lincoln,,1/1/1920,2,0,0,4,0,3/17/1952,11/5/2016,0,0,FDIC,DIF,Chicago,CHICAGO,Appleton,Minneapolis,Central,Central,0,1
4981,609832,www.tompkinsstatebank.com,,Stock,10849,0,1491388,Tompkins State Bank,Avon,IL,61415,3/31/2019,5/19/2019,NM,117 North Main Street,"TOMPKINS BANCORP, INC.",Fulton,,1/1/1913,4,0,0,2,1,1/1/1934,4/17/2015,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1
4982,433608,http://www.tompkinstrust.com,27060.0,Stock,609,10202,2367921,Tompkins Trust Company,Ithaca,NY,14850,3/31/2019,5/19/2019,NM,118 E. Seneca Street,TOMPKINS FINANCIAL CORPORATION,Tompkins,"Ithaca, NY",1/1/1934,14,0,0,4,0,1/1/1934,5/14/2018,0,1,FDIC,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,0
4983,3645840,www.touchmarknb.com,12060.0,Stock,58687,0,3645886,Touchmark National Bank,Alpharetta,GA,30005,3/31/2019,5/19/2019,N,3651 Old Milton Parkway,"TOUCHMARK BANCSHARES, INC.",Fulton,"Atlanta-Sandy Springs-Roswell, GA",1/28/2008,1,0,0,4,0,1/28/2008,10/13/2015,0,0,OCC,DIF,Atlanta,ATLANTA,Atlanta,Atlanta,Southern,Southeast,0,1
4984,746429,http://www.touchstone.bank,40060.0,Stock,6139,11068,0,Touchstone Bank,Prince George,VA,23875,3/31/2019,5/19/2019,SM,4300 Crossings Boulevard,,Prince George,"Richmond, VA",1/1/1906,14,0,1,4,0,1/1/1934,3/19/2018,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1
4985,63751,,48620.0,Stock,15009,0,0,Towanda State Bank,Towanda,KS,67144,3/31/2019,5/19/2019,NM,400 Main Street,,Butler,"Wichita, KS",1/1/1934,1,0,0,5,0,2/2/1935,2/12/2008,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,1
4986,989730,www.citizensstate.net,16860.0,Stock,20100,0,1139514,Tower Community Bank,Jasper,TN,37347,3/31/2019,5/19/2019,NM,4564 Main Street,"GENERAL BANCSHARES, INC.",Marion,"Chattanooga, TN-GA",1/2/1970,11,0,0,4,0,1/2/1970,1/19/2016,0,0,FDIC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1
4987,738255,www.tcbank.bank,,Stock,1434,15876,1054859,Town & Country Bank,Ravenna,NE,68869,3/31/2019,5/19/2019,SM,423 Grand Avenue,PLATTE VALLEY CATTLE COMPANY,Buffalo,,1/1/1932,4,0,0,2,0,1/1/1934,1/1/2012,0,0,FED,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1
4988,487357,www.tcbanks.com,,Stock,13071,12740,1095722,Town & Country Bank,Salem,MO,65560,3/31/2019,5/19/2019,SM,1009 East Highway 32/72,"TOWN & COUNTRY BANCSHARES, INC",Dent,,1/1/1894,10,0,0,8,1,1/1/1934,8/30/2017,0,1,FED,DIF,Kansas City,KANSAS CITY,Springfield Mo,St. louis,Western,West,0,1
4989,3067929,www.tcbanknv.com,29820.0,Stock,57312,0,1057113,Town & Country Bank,Las Vegas,NV,89147,3/31/2019,5/19/2019,NM,8620 W. Tropicana Avenue,"WEST POINT BANCORP, INC.",Clark,"Las Vegas-Henderson-Paradise, NV",4/15/2002,5,0,0,4,1,4/15/2002,3/12/2018,0,0,FDIC,DIF,San Francisco,KANSAS CITY,Phoenix,San Francisco,Western,West,0,1
4990,692946,http://www.mytcbt.com,,Stock,15703,11172,1100112,Town & Country Bank and Trust Company,Bardstown,KY,40004,3/31/2019,5/19/2019,NM,201 N. Third Street,FIRST FARMERS BANK HOLDING COMPANY,Nelson,,9/9/1907,6,0,0,4,0,11/25/1939,11/19/2014,0,1,FDIC,DIF,Chicago,CHICAGO,Elizabethtown,St. louis,Central,Southeast,0,1
4991,349343,www.tcbankmidwest.com,,Stock,10460,0,1095816,Town & Country Bank Midwest,Quincy,IL,62301,3/31/2019,5/19/2019,NM,524 North 30th Street,"T & C BANCORP, INC.",Adams,,1/1/1910,6,0,1,4,1,1/1/1934,7/3/2015,0,1,FDIC,DIF,Chicago,KANSAS CITY,Springfield Il,St. louis,Central,Central,0,1
4992,590248,www.townandcountrybank.com,44100.0,Stock,18487,9151,1208531,Town And Country Bank,Springfield,IL,62704,3/31/2019,5/19/2019,SM,1925 S. Macarthur Boulevard,TOWN AND COUNTRY FINANCIAL CORPORATION,Sangamon,"Springfield, IL",3/1/1962,11,0,0,4,0,3/1/1962,6/17/2016,0,1,FED,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1
4993,2693264,www.townbank.us,33340.0,Stock,34717,0,2260406,Town Bank,Hartland,WI,53029,3/31/2019,5/19/2019,SM,850 West North Shore Drive,WINTRUST FINANCIAL CORPORATION,Waukesha,"Milwaukee-Waukesha-West Allis, WI",7/23/1998,24,0,0,4,0,7/23/1998,3/31/2016,0,0,FED,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,0
4994,3459216,http://www.towncenterbank.net,16980.0,Stock,58214,0,0,Town Center Bank,Frankfort,IL,60423,3/31/2019,5/19/2019,NM,20181 S Lagrange Road,,Will,"Chicago-Naperville-Elgin, IL-IN-WI",9/18/2006,2,0,0,4,0,9/18/2006,7/21/2015,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1
4995,180537,WWW.TCNBANK.COM,,Stock,22621,0,0,Town-Country National Bank,Camden,AL,36726,3/31/2019,5/19/2019,N,118 Broad Street,,Wilcox,,3/8/1978,1,0,0,4,1,3/8/1978,12/1/2008,0,0,OCC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1
4996,2797724,https://www.townebank.com,47260.0,Stock,35095,0,0,Towne Bank,Portsmouth,VA,23703,3/31/2019,5/19/2019,NM,5716 High Street,,Portsmouth City,"Virginia Beach-Norfolk-Newport News, VA-NC",4/8/1999,42,0,1,4,0,4/8/1999,1/26/2018,0,0,FDIC,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,0
4997,3287660,www.toyotafinancialsavingsbank.com,29820.0,Stock,57542,0,0,Toyota Financial Savings Bank,Henderson,NV,89074,3/31/2019,5/19/2019,NM,"2485 Village View Drive, # 2",,Clark,"Las Vegas-Henderson-Paradise, NV",8/16/2004,1,0,0,5,0,8/16/2004,4/1/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Phoenix,San Francisco,Western,West,0,0
4998,1007051,www.tpnbbank.com,,Stock,4556,11792,1099065,TPNB Bank,Paris,MO,65275,3/31/2019,5/19/2019,SM,118 North Main Street,"PARIS BANCSHARES, INC.",Monroe,,10/1/1865,1,0,0,2,0,1/1/1934,1/13/2017,0,0,FED,DIF,Kansas City,KANSAS CITY,Columbia Mo,St. louis,Western,West,0,1
4999,390336,www.tradersandfarmersbank.com,,Stock,47,16141,3467305,Traders & Farmers Bank,Haleyville,AL,35565,3/31/2019,5/19/2019,NM,819 20th St,"TRADERS & FARMERS BANCSHARES, INC.",Winston,,1/6/1906,7,0,0,8,0,1/1/1934,2/24/2011,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1
5000,3344321,WWW.TRADITION.BANK,33460.0,Stock,58057,0,3344312,Tradition Capital Bank,Edina,MN,55435,3/31/2019,5/19/2019,NM,"7601 France Ave South, # 140","TRADITION BANCSHARES, INC.",Hennepin,"Minneapolis-St. Paul-Bloomington, MN-WI",7/1/2005,2,0,0,4,1,7/1/2005,4/14/2019,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1
5001,786210,www.traditionalbank.com,,Stock,2711,10648,1070420,"Traditional Bank, Inc.",Mount Sterling,KY,40353,3/31/2019,5/19/2019,NM,49 W. Main Street,"TRADITIONAL BANCORPORATION, INC.",Montgomery,,3/17/1902,15,0,0,4,1,1/1/1934,3/31/2006,0,1,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1
5002,3194692,http://www.traditionsal.com,,Stock,57554,0,3194683,Traditions Bank,Cullman,AL,35055,3/31/2019,5/19/2019,NM,109 2nd Avenue N.W.,"TRADITIONS BANCSHARES, INC.",Cullman,,8/4/2003,6,0,0,4,0,8/4/2003,2/24/2011,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1
5003,2963864,http://www.traditionsfirst.com,,Stock,57092,0,0,Traditions First Bank,Erin,TN,37061,3/31/2019,5/19/2019,NM,5745 East Main Street,,Houston,,11/30/2000,4,0,0,4,0,11/30/2000,9/15/2017,0,0,FDIC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1
5004,615954,www.trailwest.bank,33540.0,Stock,23806,10968,1128880,TrailWest Bank,Lolo,MT,59847,3/31/2019,5/19/2019,NM,11300 U.S. Hwy. 93 S. Ste D,BITTERROOT HOLDING COMPANY,Missoula,"Missoula, MT",5/17/1982,15,0,0,4,1,5/17/1982,9/8/2015,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1
5005,2835756,TransCapitalbank.bank,33100.0,Stock,35050,0,0,TransCapital Bank,Sunrise,FL,33351,3/31/2019,5/19/2019,NM,8850 W Oakland Park Blvd,,Broward,"Miami-Fort Lauderdale-West Palm Beach, FL",7/26/1999,3,0,0,4,1,7/26/1999,4/20/2009,0,0,FDIC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1
5006,908861,www.transpecosbanks.com,,Stock,11178,0,2649588,"Transpecos Banks, SSB",Pecos,TX,79772,3/31/2019,5/19/2019,SM,115 West 3rd Street,TRANSPECOS FINANCIAL CORP.,Reeves,,3/1/1924,3,0,0,4,1,1/1/1934,7/1/2016,0,1,FED,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1
5007,2736219,www.TABBANK.COM,36260.0,Stock,34781,0,4748766,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",Ogden,UT,84403,3/31/2019,5/19/2019,NM,"4185 Harrison Blvd, # 200","TAB BANK HOLDINGS, INC.",Weber,"Ogden-Clearfield, UT",10/1/1998,1,0,0,4,0,10/1/1998,7/6/2016,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Salt Lake City,San Francisco,Western,West,0,1
5008,552545,www.tsbank.com,36540.0,Stock,14812,0,1207785,Treynor State Bank,Treynor,IA,51575,3/31/2019,5/19/2019,NM,15 East Main Street,"TREYNOR BANCSHARES, INC.",Pottawattamie,"Omaha-Council Bluffs, NE-IA",6/1/1923,8,0,0,2,0,10/16/1934,8/1/2016,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Chicago,Western,Western,0,1
5009,242444,www.tcnb.com,33340.0,Stock,18922,0,1203974,Tri City National Bank,Oak Creek,WI,53154,3/31/2019,5/19/2019,N,6400 South 27th Street,TRI CITY BANKSHARES CORPORATION,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",10/28/1963,35,0,0,4,0,10/28/1963,10/23/2009,0,1,OCC,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,1
5010,100562,http://www.tcbk.com,17020.0,Stock,21943,10395,1030170,Tri Counties Bank,Chico,CA,95973,3/31/2019,5/19/2019,NM,63 Constitution Drive,TRICO BANCSHARES,Butte,"Chico, CA",3/11/1975,82,0,0,4,0,3/11/1975,7/6/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Sacramento,San Francisco,Western,Western,0,0
5011,388557,http://banktrivalley.com,,Stock,10641,0,3952940,Tri Valley Bank,Talmage,NE,68448,3/31/2019,5/19/2019,NM,223 Main Street,"TRI VALLEY BANCSHARES, INC.",Otoe,,9/1/1884,1,0,0,2,1,1/1/1934,3/31/2010,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1
5012,695349,http://www.tri-countybank.com,,Stock,977,14326,1969506,Tri-County Bank,Brown City,MI,48416,3/31/2019,5/19/2019,SM,4222 Main Street,"TRI-COUNTY BANCORP, INC.",Sanilac,,5/29/1889,12,0,0,2,0,1/1/1934,3/31/2006,0,0,FED,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1
5013,914545,tricountybank.net,26900.0,Stock,210,9713,1205286,Tri-County Bank & Trust Company,Roachdale,IN,46172,3/31/2019,5/19/2019,NM,18 East Washington Street,TRI-COUNTY BANCORP.,Putnam,"Indianapolis-Carmel-Anderson, IN",10/7/1892,5,0,0,2,0,1/1/1934,2/1/2019,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1
5014,835659,www.tricountytrust.com,,Stock,11465,0,1064979,Tri-County Trust Company,Glasgow,MO,65254,3/31/2019,5/19/2019,NM,103 Commerce Street,"BANCSHARES OF GLASGOW, INC.",Howard,,1/1/1921,1,0,0,2,1,1/1/1934,8/19/2011,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,Kansas City,Western,West,0,1
5015,515054,http://www.tristatebank.com,32820.0,Stock,16511,0,0,Tri-State Bank of Memphis,Memphis,TN,38116,3/31/2019,5/19/2019,NM,4606 Elvis Presley Blvd.,,Shelby,"Memphis, TN-MS-AR",12/16/1946,1,0,0,4,0,12/16/1946,8/13/2018,0,0,FDIC,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Southeast,0,1
5016,404943,www.tri-valleycenters.com,,Stock,12417,0,0,Tri-Valley Bank,Randolph,IA,51649,3/31/2019,5/19/2019,NM,104 Main Street,,Fremont,,1/1/1917,3,0,1,2,0,1/1/1934,5/1/2007,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Chicago,Western,Western,0,1
5017,3374382,www.triadbanking.com,41180.0,Stock,58121,0,3722376,Triad Bank,Frontenac,MO,63131,3/31/2019,5/19/2019,NM,10375 Clayton Road,"TRIAD BANCORP, INC.",Saint Louis,"St. Louis, MO-IL",10/24/2005,1,0,0,4,0,10/24/2005,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1
5018,283652,Triadbank.com,46140.0,Stock,24677,10888,1129690,"Triad Bank, National Association",Tulsa,OK,74133,3/31/2019,5/19/2019,N,"7666 E. 61st St., Suite 150","TRIAD BANCSHARES, INC.",Tulsa,"Tulsa, OK",8/29/1983,2,0,0,4,1,8/29/1983,3/31/2013,0,0,OCC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1
5019,196752,http://www.tricentury.bank,28140.0,Stock,18109,0,2723862,TriCentury Bank,De Soto,KS,66018,3/31/2019,5/19/2019,NM,33485 Lexington Avenue,ASTRA FINANCIAL CORPORATION,Johnson,"Kansas City, MO-KS",3/13/1909,2,0,0,4,0,11/16/1959,10/16/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1
5020,3424483,http://www.trinitybankusa.com,20020.0,Stock,58206,0,5140602,Trinity Bank,Dothan,AL,36302,3/31/2019,5/19/2019,NM,1479 West Main Street,"TRINITY BANCORP, INC.",Houston,"Dothan, AL",2/24/2006,3,0,0,4,0,2/24/2006,11/1/2013,0,0,FDIC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1
5021,3185896,http://WWW.TRINITYBK.COM,19100.0,Stock,57543,0,0,"Trinity Bank, N.A.",Fort Worth,TX,76107,3/31/2019,5/19/2019,N,3500 West Vickery Boulevard,,Tarrant,"Dallas-Fort Worth-Arlington, TX",5/28/2003,1,0,0,4,0,5/28/2003,3/31/2006,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
5022,2871099,www.tristar.bank,34980.0,Stock,35417,0,3442795,TriStar Bank,Dickson,TN,37055,3/31/2019,5/19/2019,NM,719 East College Street,"TRISTAR BANCSHARES, INC.",Dickson,"Nashville-Davidson-Murfreesboro-Franklin, TN",1/1/2000,5,0,0,4,0,1/1/2000,11/19/2012,0,0,FDIC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1
5023,3475083,http://www.tscbank.com,38300.0,Stock,58457,0,3475074,Tristate Capital Bank,Pittsburgh,PA,15219,3/31/2019,5/19/2019,NM,"1 Oxford Center, 27th Floor","TRISTATE CAPITAL HOLDINGS, INC",Allegheny,"Pittsburgh, PA",1/22/2007,2,0,0,4,0,1/22/2007,8/17/2012,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Cleveland,Northeastern,Northeast,0,1
5024,3395293,www.triumphbank.com,32820.0,Stock,58227,0,3409994,Triumph Bank,Memphis,TN,38119,3/31/2019,5/19/2019,SM,5699 Poplar Avenue,"TRIUMPH BANCSHARES, INC.",Shelby,"Memphis, TN-MS-AR",6/5/2006,7,0,0,4,0,6/5/2006,9/19/2013,0,0,FED,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Southeast,0,1
5025,803256,http://www.triumphbanks.com,,Stock,1906,0,1127306,Triumph State Bank,Trimont,MN,56176,3/31/2019,5/19/2019,NM,519 Main Street East,TRIMONT BANCORPORATION,Martin,,10/1/1901,4,0,0,2,0,1/1/1934,1/12/2019,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1
5026,134437,http://www.troybankandtrust.com,,Stock,5598,9810,1080139,Troy Bank & Trust Company,Troy,AL,36081,3/31/2019,5/19/2019,NM,1000 Highway 231 South,TRUST NO. 3 UNDER THE WILL OF CHARLES HENDERSON,Pike,,1/1/1906,11,0,0,4,0,1/1/1934,7/1/2008,0,1,FDIC,DIF,Atlanta,ATLANTA,Montgomery,Atlanta,Southern,Southeast,0,1
5027,862141,http://www.trubank.bank,19780.0,Stock,25267,0,2048789,TruBank,Indianola,IA,50125,3/31/2019,5/19/2019,NM,"1401 N Jefferson, Orchard Pl",COMMUNITY BANCSHARES CORP.,Warren,"Des Moines-West Des Moines, IA",1/1/1883,8,0,0,4,0,7/11/1984,12/1/2016,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1
5028,274829,www.trupointbank.com,,Stock,21883,11947,2227687,TruPoint Bank,Grundy,VA,24614,3/31/2019,5/19/2019,SM,20089 Riverside Drive,"MINERS AND MERCHANTS BANCORP, INC.",Buchanan,,1/2/1975,12,0,1,4,0,1/2/1975,3/31/2006,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1
5029,338646,https://trustbank.net,,Stock,14662,12475,1098161,TrustBank,Olney,IL,62450,3/31/2019,5/19/2019,NM,600 East Main Street,"RICH LAND BANCORP, INC.",Richland,,9/13/1912,6,0,1,8,1,8/7/1934,7/23/2014,0,1,FDIC,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1
5030,677176,www.trustcobank.com,10580.0,Stock,31945,7635,0,TrustCo Bank,Glenville,NY,12302,3/31/2019,5/19/2019,SA,1 Sarnowski Drive,,Schenectady,"Albany-Schenectady-Troy, NY",1/1/1925,148,0,1,5,0,10/26/1978,7/21/2011,0,0,OCC,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,0
5031,342634,http://www.trustmark.com,27140.0,Stock,4988,15770,1079562,Trustmark National Bank,Jackson,MS,39201,3/31/2019,5/19/2019,N,248 East Capitol Street,TRUSTMARK CORPORATION,Hinds,"Jackson, MS",12/19/1889,219,0,1,4,0,1/1/1934,4/7/2017,0,1,OCC,DIF,Dallas,DALLAS,Jackson Ms,Atlanta,Southern,West,0,0
5032,539872,www.TrustTexasBank.com,,Stock,28515,1754,3601332,"TrustTexas Bank, SSB",Cuero,TX,77954,3/31/2019,5/19/2019,SB,121 East Courthouse,TRUSTTEXAS MUTUAL HOLDING COMPANY,De Witt,,1/1/1921,6,0,0,8,0,10/11/1935,6/17/2015,0,0,FDIC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,1
5033,3290240,http://www.truxtontrust.com,34980.0,Stock,57825,0,3925065,Truxton Trust Company,Nashville,TN,37205,3/31/2019,5/19/2019,SM,"4525 Harding Rd., Suite 300",TRUXTON CORPORATION,Davidson,"Nashville-Davidson-Murfreesboro-Franklin, TN",8/30/2004,1,0,0,4,0,8/30/2004,5/5/2015,0,1,FED,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1
5034,186548,http://www.tsbbanking.com,,Stock,17208,14249,0,TSB Bank,Lomira,WI,53048,3/31/2019,5/19/2019,NM,695 East Avenue,,Dodge,,4/1/1905,3,0,0,4,0,4/20/1953,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Milwaukee,Chicago,Central,Central,0,1
5035,767572,www.tucfed.com,,Non-Stock,29059,2842,0,Tucumcari Federal Savings and Loan Association,Tucumcari,NM,88401,3/31/2019,5/19/2019,SA,301 S First St,,Quay,,7/1/1934,1,0,0,5,0,11/2/1934,7/21/2011,0,0,OCC,DIF,Dallas,DALLAS,Albuquerque,Dallas,Western,West,0,1
5036,3626184,http://www.tmstatebank.com,,Stock,58586,0,0,Turtle Mountain State Bank,Belcourt,ND,58316,3/31/2019,5/19/2019,NM,908 Chief Little Shell St.,,Rolette,,12/3/2007,1,0,0,4,1,12/3/2007,9/14/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1
5037,1418255,http://tustincmtybank.com,31080.0,Stock,32908,15161,3591611,Tustin Community Bank,Tustin,CA,92780,3/31/2019,5/19/2019,NM,"13891 Newport Ave, Suites 10",SADDLEBACK BANCORP,Orange,"Los Angeles-Long Beach-Anaheim, CA",4/23/1981,1,0,0,4,1,2/16/1990,3/2/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,1
5038,2905761,www.twincitybank.com,31020.0,Stock,35261,0,3289477,Twin City Bank,Longview,WA,98632,3/31/2019,5/19/2019,NM,729 Vandercook Way,"TWIN CITY BANCORP, INC.",Cowlitz,"Longview, WA",4/17/2000,2,0,0,4,0,4/17/2000,9/28/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Portland,San Francisco,Western,West,0,1
5039,427960,http://www.twinriver.bank,30300.0,Stock,22993,0,2081722,Twin River Bank,Lewiston,ID,83501,3/31/2019,5/19/2019,NM,1507 G Street,TWIN RIVER FINANCIAL CORP.,Nez Perce,"Lewiston, ID-WA",11/15/1979,4,0,1,4,1,11/15/1979,3/2/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Salt Lake City,San Francisco,Western,Western,0,1
