,fed_rssd,inst.webaddr,cbsa_metro,mutual,cert,docket,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,county,cbsa_metro_name,estymd,offdom,offfor,stmult,specgrp,subchaps,insdate,effdate,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb
1562,325141,http://www.gofarmersbank.com,22900.0,Stock,1296,0,1417511,Farmers Bank,Greenwood,AR,72936,3/31/2019,5/19/2019,NM,71 West Center St,WILKINSON BANKING CORPORATION,Sebastian,"Fort Smith, AR-OK",8/1/1907,11,0,0,8,0,1/1/1934,5/26/2006,0,1,FDIC,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Western,0,1
1563,524757,www.farmers-bank.com,,Stock,8661,12373,1095807,Farmers Bank,Parsons,TN,38363,3/31/2019,5/19/2019,SM,29 East Main Street,TOWNSEND FINANCIAL CORPORATION,Decatur,,3/9/1907,1,0,0,8,0,1/1/1934,5/11/2015,0,0,FED,DIF,Dallas,DALLAS,Nashville,St. louis,Southern,Southeast,0,1
1564,307062,www.farmersbankidaho.com,,Stock,2850,0,2142306,Farmers Bank,Buhl,ID,83316,3/31/2019,5/19/2019,NM,914 Main Street,"FARMERS BANCORPORATION, INC.",Twin Falls,,5/11/1917,6,0,0,2,0,1/1/1934,3/2/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Salt Lake City,San Francisco,Western,Western,0,1
1565,3020447,www.farmersbank-weld.com,24540.0,Stock,57335,0,3020438,Farmers Bank,Ault,CO,80610,3/31/2019,5/19/2019,SM,119 First Street,FARMERS BANK HOLDING COMPANY,Weld,"Greeley, CO",12/28/2001,2,0,0,2,1,12/28/2001,7/16/2015,0,0,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1
1566,619327,www.farmersbankva.com,47260.0,Stock,2429,0,4553960,Farmers Bank,Windsor,VA,23487,3/31/2019,5/19/2019,SM,50 East Windsor Boulevard,"FARMERS BANKSHARES, INC.",Isle Of Wight,"Virginia Beach-Norfolk-Newport News, VA-NC",11/15/1919,7,0,0,4,0,1/1/1934,3/31/2006,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1
1567,482156,http://www.farmersbankks.com,,Stock,17614,10157,1055155,Farmers Bank & Trust,Great Bend,KS,67530,3/31/2019,5/19/2019,NM,1017 Harrison Street,"FARMERS ENTERPRISES, INC.",Barton,,8/1/1907,9,0,0,2,1,6/7/1956,6/27/2013,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1
1568,984351,www.farmersbank-trust.com,,Stock,4621,0,1062854,Farmers Bank & Trust,Atwood,KS,67730,3/31/2019,5/19/2019,NM,101 South 4th Street,"RAWLINS BANCSHARES, INC.",Rawlins,,1/1/1914,4,0,0,2,1,1/1/1934,10/25/2018,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1
1569,12946,www.myfarmers.bank,,Stock,1291,10472,1135413,Farmers Bank & Trust Company,Magnolia,AR,71753,3/31/2019,5/19/2019,SM,200 East Main Street,MAGNOLIA BANKING CORPORATION,Columbia,,1/1/1906,24,0,1,4,0,1/1/1934,1/17/2015,0,1,FED,DIF,Dallas,DALLAS,Shreveport,St. louis,Southern,Western,0,1
1570,33147,www.fbtbly.com,,Stock,1027,16010,1247615,Farmers Bank and Trust Company,Blytheville,AR,72315,3/31/2019,5/19/2019,SM,400 West Main Street,FARMERS BANCORP INC.,Mississippi,,3/16/1908,7,0,0,2,1,1/1/1934,1/1/2012,0,1,FED,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Western,0,1
1571,262741,www.farmers247.com,,Stock,12869,13658,1246962,Farmers Bank and Trust Company,Marion,KY,42064,3/31/2019,5/19/2019,NM,201 South Main Street,"FARMERS BANCORP, INC. OF MARION, KENTUCKY",Crittenden,,12/1/1899,5,0,0,8,1,1/1/1934,4/22/2016,0,1,FDIC,DIF,Chicago,CHICAGO,Hopkinsville,St. louis,Central,Southeast,0,1
1572,46941,www.yournxtbank.com,,Stock,2765,9952,1098554,Farmers Bank and Trust Company,Princeton,KY,42445,3/31/2019,5/19/2019,NM,111 West Washington Street,"UNITED BANCORP OF PRINCETON, INC.",Caldwell,,1/1/1900,3,0,0,4,1,1/1/1934,5/12/2016,0,1,FDIC,DIF,Chicago,CHICAGO,Hopkinsville,St. louis,Central,Southeast,0,1
1573,3458,www.fbgconline.com,,Stock,16103,0,1061165,Farmers Bank of Green City,Green City,MO,63545,3/31/2019,5/19/2019,NM,1 Lincoln Street,GREEN CITY BANCSHARES INC.,Sullivan,,11/21/1943,2,0,0,2,0,11/22/1943,2/24/2014,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,Kansas City,Western,West,0,1
1574,742355,http://www.fblmo.com,,Stock,8267,10998,1066094,Farmers Bank of Lincoln,Lincoln,MO,65338,3/31/2019,5/19/2019,SM,Main And Highway 65,"LINCOLN BANCSHARES, INC.",Benton,,1/11/1890,2,0,0,8,1,1/1/1934,3/31/2006,0,0,FED,DIF,Kansas City,KANSAS CITY,Columbia Mo,Kansas City,Western,West,0,1
1575,743950,www.farmersbankoflohman.com,27620.0,Stock,8268,0,0,"Farmers Bank of Lohman, Missouri",Jefferson City,MO,65109,3/31/2019,5/19/2019,NM,103 Lomo Drive,,Cole,"Jefferson City, MO",2/23/1909,2,0,0,7,0,1/1/1934,6/1/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,St. louis,Western,West,0,1
1576,303952,www.onlinefarmersbank.com,,Stock,4539,0,1249495,Farmers Bank of Northern Missouri,Unionville,MO,63565,3/31/2019,5/19/2019,SM,1604 Main Street,"NORTHERN MISSOURI BANCSHARES, INC.",Putnam,,6/1/1901,8,0,1,2,0,1/1/1934,1/30/2016,0,0,FED,DIF,Kansas City,KANSAS CITY,Columbia Mo,Kansas City,Western,West,0,1
1577,19972,,38300.0,Non-Stock,34711,9008,0,Farmers Building and Savings Bank,Rochester,PA,15074,3/31/2019,5/19/2019,SB,290 West Park,,Beaver,"Pittsburgh, PA",6/30/1894,1,0,0,8,0,12/9/1997,5/3/2012,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Cleveland,Northeastern,Northeast,0,1
1578,449841,www.farmersdeposit.com,,Stock,10514,14380,2753869,"Farmers Deposit Bank of Middleburg, Inc.",Middleburg,KY,42541,3/31/2019,5/19/2019,NM,2959 Shorttown Road,JOHN R TURNER HOLDING COMPANY,Casey,,1/1/1904,2,0,0,4,1,1/1/1934,4/1/2012,0,1,FDIC,DIF,Chicago,CHICAGO,Lexington,St. louis,Central,Southeast,0,1
1579,1002850,www.farmereb.com,,Stock,15118,16041,1060841,Farmers Exchange Bank,Cherokee,OK,73728,3/31/2019,5/19/2019,NM,419 South Grand Street,"FARMERS EXCHANGE BANCORPORATION, INC.",Alfalfa,,3/2/1935,6,0,0,4,1,5/3/1935,2/26/2016,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1
1580,137559,http://www.farmersnationalbankonline.com,,Stock,4611,0,0,Farmers National Bank,Phillipsburg,KS,67661,3/31/2019,5/19/2019,N,759 State Street,,Phillips,,2/26/1921,5,0,0,2,0,1/1/1934,1/19/2012,0,0,OCC,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1
1581,166849,www.fnbgriggsville.com,,Stock,15928,0,2156835,Farmers National Bank of Griggsville,Griggsville,IL,62340,3/31/2019,5/19/2019,N,108 West Quincy Street,"GRIGGSVILLE BANCSHARES, INC",Pike,,2/13/1943,3,0,0,2,1,2/13/1943,10/3/2008,0,0,OCC,DIF,Chicago,CHICAGO,Springfield Il,St. louis,Central,Central,0,1
1582,624648,www.fsbfostoria.com,,Stock,18284,0,1416569,Farmers Savings Bank,Fostoria,IA,51340,3/31/2019,5/19/2019,NM,10 Highway Avenue Northwest,"FOSTORIA BANKSHARES, INC.",Clay,,8/24/1916,2,0,0,2,0,8/4/1960,3/31/2006,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Sioux City,Chicago,Western,Western,0,1
1583,380346,www.fsbwever.com,,Stock,10500,15411,1889846,Farmers Savings Bank,Wever,IA,52658,3/31/2019,5/19/2019,NM,3542 168th Street,FSB BANCORP,Lee,,10/9/1908,3,0,0,2,1,1/1/1934,3/31/2006,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
1584,656247,http://frederikabank.com,47940.0,Stock,25668,0,0,Farmers Savings Bank,Frederika,IA,50631,3/31/2019,5/19/2019,NM,103 3rd St,,Bremer,"Waterloo-Cedar Falls, IA",2/26/1926,1,0,0,2,0,10/9/1984,3/31/2008,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
1585,205346,WWW.FARMERSSAVINGS.COM,31540.0,Stock,13025,11920,1207338,Farmers Savings Bank,Mineral Point,WI,53565,3/31/2019,5/19/2019,NM,305 Doty Street,SOUTHERN WISCONSIN BANCSHARES CORPORATION,Iowa,"Madison, WI",1/1/1917,6,0,0,4,1,1/1/1934,1/27/2016,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1
1586,741844,www.fsb-iowa.com,,Stock,18394,0,1889499,Farmers Savings Bank,Marshalltown,IA,50158,3/31/2019,5/19/2019,NM,205 West Main Street,"BEAMAN BANCSHARES, INC.",Marshall,,4/1/1894,3,0,0,2,0,6/1/1961,2/5/2019,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1
1587,774347,WWW.FARMERSSAVINGSBANK.COM,,Stock,14807,13236,1203460,Farmers Savings Bank,Colesburg,IA,52035,3/31/2019,5/19/2019,NM,205 Main Street,"MARJON BANCORPORATION, INC.",Delaware,,1/1/1907,5,0,0,2,1,10/16/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
1588,368344,http://www.fsb-traer.com,,Stock,10122,0,1202333,Farmers Savings Bank & Trust,Traer,IA,50675,3/31/2019,5/19/2019,NM,611 Second Street,"TALEN, INC.",Tama,,1/1/1915,2,0,0,2,1,1/1/1934,5/12/2008,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1
1589,228055,http://www.fsbwashburn.bank,,Stock,9122,0,1126523,Farmers Security Bank,Washburn,ND,58577,3/31/2019,5/19/2019,NM,710 Main Street,MCLEAN BANK HOLDING COMPANY,Mclean,,10/30/1919,1,0,0,2,0,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1
1590,143859,www.fsb-ne.com,,Stock,16116,0,4261005,Farmers State Bank,Dodge,NE,68633,3/31/2019,5/19/2019,NM,355 2nd St,"FARMERS STATE BANCSHARES, INC.",Dodge,,1/1/1889,7,0,0,2,1,1/7/1944,11/27/2017,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1
1591,461058,www.farmersstatebanktexas.com,,Stock,15367,0,1144228,Farmers State Bank,Groesbeck,TX,76642,3/31/2019,5/19/2019,NM,121 South Ellis Street,"GROESBECK BANCSHARES, INC.",Limestone,,1/1/1913,6,0,0,2,1,3/14/1936,9/13/2018,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
1592,680747,fsbhillsboro.com,,Stock,15126,0,1205473,Farmers State Bank,Hillsboro,WI,54634,3/31/2019,5/19/2019,NM,726 Water Avenue,"BOSSHARD FINANCIAL GROUP, INC.",Vernon,,1/6/1913,5,0,0,8,0,1/1/1934,1/23/2017,0,0,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1
1593,603559,http://WWW.FSBPHILLIPSBURG.COM,,Stock,14344,0,1989643,Farmers State Bank,Phillipsburg,KS,67661,3/31/2019,5/19/2019,SM,110 W State St,"PHILLIPS HOLDINGS, INC.",Phillips,,1/1/1909,1,0,0,2,1,5/8/1934,3/31/2006,0,0,FED,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1
1594,113441,http://www.farmersstatebank.com,,Stock,14578,13452,1245479,Farmers State Bank,Lagrange,IN,46761,3/31/2019,5/19/2019,NM,220 South Detroit Street,FS BANCORP,Lagrange,,7/16/1934,12,0,1,8,0,7/16/1934,1/2/2017,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1
1595,208440,www.fsbiowa.com,,Stock,8760,14194,1245611,Farmers State Bank,Algona,IA,50511,3/31/2019,5/19/2019,NM,501 East State Street,"WHITTEMORE BANCSHARES, INC.",Kossuth,,1/1/1895,3,0,0,2,1,1/1/1934,3/31/2006,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1
1596,327220,www.farmersstate-oh.com,,Stock,8647,9759,1883219,Farmers State Bank,West Salem,OH,44287,3/31/2019,5/19/2019,NM,11 South Main Street,"COMMUNITY INDEPENDENT BANCORP, INC.",Wayne,,4/15/1915,5,0,0,8,0,1/1/1934,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1
1597,921936,www.fsbelmwood.com,37900.0,Stock,12107,0,1209819,Farmers State Bank,Elmwood,IL,61529,3/31/2019,5/19/2019,NM,104 East Main Street,"ELMWOOD BANCSHARES, INC.",Peoria,"Peoria, IL",12/6/1864,1,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1
1598,131717,http://www.farmersstatebankky.com,,Stock,5838,10241,1071539,Farmers State Bank,Booneville,KY,41314,3/31/2019,5/19/2019,NM,Main Street,MIDDLEFORK FINANCIAL GROUP INC.,Owsley,,1/2/1931,2,0,0,8,1,1/1/1934,10/8/2014,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1
1599,475354,www.farmersebank.com,,Stock,342,15340,2108227,Farmers State Bank,Victor,MT,59875,3/31/2019,5/19/2019,SM,103 Main Street,FARMERS STATE FINANCIAL CORP.,Ravalli,,1/1/1907,10,0,0,4,1,1/1/1934,3/31/2006,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1
1600,757452,WWW.FSCBANK.COM,28140.0,Stock,13897,10013,1067000,Farmers State Bank,Cameron,MO,64429,3/31/2019,5/19/2019,NM,124 East Third St.,"FSC BANCSHARES, INC.",Clinton,"Kansas City, MO-KS",1/1/1934,9,0,0,5,0,2/14/1934,1/31/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1
1601,477648,www.farmersstate.com,,Stock,11307,15388,1118966,Farmers State Bank,Pittsfield,IL,62363,3/31/2019,5/19/2019,NM,108 East Adams Street,"PIKE BANCORP, INC.",Pike,,1/26/1889,6,0,0,2,1,1/1/1934,3/31/2006,0,1,FDIC,DIF,Chicago,CHICAGO,Springfield Il,St. louis,Central,Central,0,1
1602,542854,www.bankinwyo.com,16940.0,Stock,526,0,3108439,Farmers State Bank,Pine Bluffs,WY,82082,3/31/2019,5/19/2019,SM,103 East Second,COMMERCIAL BANCORP,Laramie,"Cheyenne, WY",4/30/1915,1,0,0,2,0,1/1/1934,3/31/2006,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Kansas City,Western,West,0,1
1603,537243,www.fsbbanks.com,,Stock,5797,0,2471985,Farmers State Bank,Northwood,IA,50459,3/31/2019,5/19/2019,NM,99 7th Street North,"FARMERS STATE BANCSHARES, INC.",Worth,,11/15/1921,8,0,0,2,0,1/1/1934,3/1/2018,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1
1604,407850,,,Stock,12293,0,3068636,Farmers State Bank,Hosmer,SD,57448,3/31/2019,5/19/2019,NM,102 W Main St,"H2H BANCSHARES, INC.",Edmunds,,10/18/1919,1,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1
1605,875057,www.fsbctx.bank,,Stock,13407,0,1109320,Farmers State Bank,Center,TX,75935,3/31/2019,5/19/2019,NM,115 Shelbyville Street,"FARMERS BANCSHARES, INC.",Shelby,,7/7/1910,8,0,0,2,1,1/1/1934,7/21/2010,0,1,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,1
1606,120953,http://www.fsbparkston.com,,Stock,1686,0,1122897,Farmers State Bank,Parkston,SD,57366,3/31/2019,5/19/2019,NM,103 West Main Street,PARKSTON INVESTMENT COMPANY,Hutchinson,,7/19/1919,4,0,0,2,0,1/1/1934,7/1/2015,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1
1607,749840,www.fsblv.com,,Stock,9295,0,1201756,Farmers State Bank,Lake View,IA,51450,3/31/2019,5/19/2019,SM,401 Main Street,"JEMS, INC.",Sac,,1/1/1914,1,0,0,2,0,1/1/1934,1/1/2012,0,0,FED,DIF,Kansas City,KANSAS CITY,Sioux City,Chicago,Western,Western,0,1
1608,113030,www.farmersstate-online.net,,Stock,19720,16064,1080885,Farmers State Bank,Dublin,GA,31040,3/31/2019,5/19/2019,NM,1620 Veterans Boulevard,"FARMERS BANCSHARES, INC.",Laurens,,1/1/1934,3,0,0,4,1,6/19/1967,4/30/2006,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1
1609,507349,www.yalebankiowa.com,19780.0,Stock,9106,0,1491810,Farmers State Bank,Yale,IA,50277,3/31/2019,5/19/2019,NM,201 Main Street,YALE BANCORPORATION,Guthrie,"Des Moines-West Des Moines, IA",3/21/1921,1,0,0,2,1,1/1/1934,3/31/2006,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1
1610,105530,www.fsbankmctn.com,,Stock,13775,0,1997862,Farmers State Bank,Mountain City,TN,37683,3/31/2019,5/19/2019,NM,100 Main Street,"FARMERS STATE BANCSHARES, INC.",Johnson,,1/15/1934,3,0,0,4,0,1/27/1934,7/29/2015,0,1,FDIC,DIF,Dallas,DALLAS,Knoxville,Atlanta,Southern,Southeast,0,1
1611,840747,www.fsb1879.com,47940.0,Stock,12855,10512,1204832,Farmers State Bank,Waterloo,IA,50701,3/31/2019,5/19/2019,NM,131 Tower Park Drive,"FSB FINANCIAL SERVICES, INC.",Black Hawk,"Waterloo-Cedar Falls, IA",6/25/1903,10,0,0,4,1,1/1/1934,1/27/2015,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
1612,773032,http://fsblcww.com,12260.0,Stock,879,14287,2645937,Farmers State Bank,Lincolnton,GA,30817,3/31/2019,5/19/2019,NM,U.S. Hwy. 378 & Ward Ave.,"LINCOLN BANCSHARES, INC.",Lincoln,"Augusta-Richmond County, GA-SC",12/2/1911,3,0,0,8,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Atlanta,ATLANTA,Atlanta,Atlanta,Southern,Southeast,0,1
1613,694771,http://farmersstatebankwa.com,,Stock,6156,0,0,Farmers State Bank,Winthrop,WA,98862,3/31/2019,5/19/2019,NM,159 Riverside Avenue,,Okanogan,,1/1/1916,1,0,0,7,0,1/1/1934,9/15/2015,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1
1614,1006148,www.myfsbonline.com,16300.0,Stock,14209,0,1200124,Farmers State Bank,Marion,IA,52302,3/31/2019,5/19/2019,NM,1240 8th Avenue,"NEIGHBOR INSURANCE AGENCY, INC.",Linn,"Cedar Rapids, IA",8/27/1927,10,0,0,4,1,4/9/1934,3/31/2006,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
1615,510947,http://www.fsb-tc.com,,Stock,10458,16152,2735931,Farmers State Bank & Trust Co.,Mount Sterling,IL,62353,3/31/2019,5/19/2019,NM,129 West Main,"MOUNT STERLING BANCORP, INC",Brown,,6/1/1914,4,0,0,2,0,1/1/1934,4/2/2010,0,1,FDIC,DIF,Chicago,CHICAGO,Springfield Il,St. louis,Central,Central,0,1
1616,567736,http://www.farmers24.com,29180.0,Stock,16114,0,3371701,Farmers State Bank & Trust Co.,Church Point,LA,70525,3/31/2019,5/19/2019,NM,110 West Plaquemine,"FSB BANCSHARES, INC.",Acadia,"Lafayette, LA",1/3/1944,5,0,0,4,1,1/3/1944,7/1/2010,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1
1617,856346,http://www.myfsb.com,,Stock,11299,0,2321398,"Farmers State Bank of Alto Pass, Ill.",Alto Pass,IL,62905,3/31/2019,5/19/2019,NM,55 N Elm St,FARMERS STATE HOLDING CORP.,Union,,1/1/1910,4,0,0,4,1,1/1/1934,8/15/2017,0,0,FDIC,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1
1618,956956,www.yourfsb.com,17820.0,Stock,1780,15527,1055119,Farmers State Bank of Calhan,Calhan,CO,80808,3/31/2019,5/19/2019,NM,1500 8th Street,"PIEPER BANCORP, INC.",El Paso,"Colorado Springs, CO",8/16/1916,3,0,0,4,1,1/1/1934,1/20/2015,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1
1619,91950,www.cantonfarmersstatebank.com,43620.0,Stock,11133,0,1496244,Farmers State Bank of Canton,Canton,SD,57013,3/31/2019,5/19/2019,NM,220 East Fifth Street,LINCOLN HOLDING COMPANY,Lincoln,"Sioux Falls, SD",10/1/1901,1,0,0,2,0,1/1/1934,5/22/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1
1620,41937,www.fsbdanforth.com,,Stock,10802,12651,1427529,Farmers State Bank of Danforth,Danforth,IL,60930,3/31/2019,5/19/2019,NM,Front And Adams Streets,"PRAIRIE STATE BANCORP, INC.",Iroquois,,10/18/1915,2,0,0,2,0,1/1/1934,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1
1621,860231,,,Stock,10077,0,0,Farmers State Bank of Emden,Emden,IL,62635,3/31/2019,5/19/2019,NM,205 Lincoln St,,Logan,,5/25/1891,1,0,0,2,0,1/1/1934,3/31/2006,0,1,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1
1622,1006157,www.fsboh.com,33460.0,Stock,8214,0,0,Farmers State Bank of Hamel,Hamel,MN,55340,3/31/2019,5/19/2019,NM,145 Hamel Road,,Hennepin,"Minneapolis-St. Paul-Bloomington, MN-WI",1/1/1919,2,0,0,7,1,1/1/1934,6/2/2010,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1
1623,1007752,www.fsbmn.bank,,Stock,10561,0,4523440,Farmers State Bank of Hartland,Hartland,MN,56042,3/31/2019,5/19/2019,NM,601 N. Broadway,"MINNESOTA COMMUNITY BANCSHARES, INC.",Freeborn,,2/19/1912,3,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1
1624,837541,www.fsbhoffman.com,41180.0,Stock,9259,11794,1491520,Farmers State Bank of Hoffman,Hoffman,IL,62250,3/31/2019,5/19/2019,NM,100 West 4th Street,"FARMERS STATE BANCORPORATION, INC.",Clinton,"St. Louis, MO-IL",1/1/1911,3,0,0,2,0,1/1/1934,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1
1625,981453,http://www.fsbhoffman.net,,Stock,9354,15763,1125003,Farmers State Bank of Hoffman,Hoffman,MN,56339,3/31/2019,5/19/2019,NM,103 Main Ave W,"HOFFMAN BANCSHARES, INC.",Grant,,3/21/1911,1,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1
1626,295646,,41180.0,Stock,13902,0,0,Farmers State Bank of Medora,Medora,IL,62063,3/31/2019,5/19/2019,NM,Main And Washington Streets,,Macoupin,"St. Louis, MO-IL",9/9/1912,1,0,0,2,0,2/17/1934,3/31/2016,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,St. louis,Central,Central,0,1
1627,554941,http://www.farmerstatebank.com,27100.0,Stock,15011,12691,0,Farmers State Bank of Munith,Munith,MI,49259,3/31/2019,5/19/2019,NM,201 North Main Street,,Jackson,"Jackson, MI",9/2/1922,3,0,0,8,0,2/4/1935,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1
1628,702966,https://www.fmsbnewcastle.com,,Stock,14404,0,4753528,Farmers State Bank of Newcastle,Newcastle,TX,76372,3/31/2019,5/19/2019,SM,722 Broadway Avenue,"NEWCASTLE BANCSHARES, INC.",Young,,1/1/1909,1,0,0,2,0,5/23/1934,12/31/2014,0,0,FED,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
1629,803658,www.trimontbank.com,,Stock,1929,15884,1126185,Farmers State Bank of Trimont,Trimont,MN,56176,3/31/2019,5/19/2019,NM,220 Main Street West,"FSB HOLDING COMPANY, INC.",Martin,,1/1/1912,2,0,0,2,0,1/1/1934,7/22/2009,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1
1630,865852,WWW.farmersstbank.com,,Stock,10174,0,1128385,Farmers State Bank of Underwood,Underwood,MN,56586,3/31/2019,5/19/2019,NM,110 Main St,"UNDERWOOD BANCSHARES, INC.",Otter Tail,,12/1/1915,3,0,0,2,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Fargo,Minneapolis,Central,West,0,1
1631,899156,www.fsbwatkins.com,,Stock,8864,0,1124592,Farmers State Bank of Watkins,Watkins,MN,55389,3/31/2019,5/19/2019,NM,170 Meeker Ave N,"NEISEN BANCSHARES, INC.",Meeker,,10/12/1914,1,0,0,8,1,1/1/1934,1/1/2019,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1
1632,653433,http://www.fsbwil.com,19340.0,Stock,11680,15539,1205192,Farmers State Bank of Western Illinois,Alpha,IL,61413,3/31/2019,5/19/2019,SM,124 West D Street,"ALPHA BANCO, INC.",Henry,"Davenport-Moline-Rock Island, IA-IL",12/1/1910,6,0,0,2,1,1/1/1934,3/31/2006,0,0,FED,DIF,Chicago,CHICAGO,Princeton,Chicago,Central,Central,0,1
1633,37659,http://www.fsballen.com,,Stock,12758,0,0,"Farmers State Bank, Allen, Oklahoma",Allen,OK,74825,3/31/2019,5/19/2019,NM,101 East Broadway,,Pontotoc,,9/8/1922,2,0,0,2,1,1/1/1934,3/10/2017,0,0,FDIC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1
1634,365950,http://www.fsbmo.com,,Stock,11003,0,2973779,"Farmers State Bank, S/B",Schell City,MO,64783,3/31/2019,5/19/2019,NM,100 North Main Street,FARMERS FINANCIAL CORPORATION,Vernon,,11/24/1910,5,0,0,4,0,1/1/1934,12/20/2007,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Springfield Mo,Kansas City,Western,West,0,1
