,cert,fed_rssd
3152,32612,99376
3153,10044,722544
3154,3214,322056
3155,34710,2729677
3156,27026,664653
3157,4032,39756
3158,59052,4210227
3159,35014,2747587
3160,7230,702117
3161,5331,881544
3162,58724,3614846
3163,16516,514057
3164,9819,911759
3165,13696,70955
3166,8322,412153
3167,34811,2667957
3168,26483,339773
3169,34548,2333140
3170,18885,705556
3171,16247,503640
3172,2482,791942
3173,28085,840578
3174,22669,400767
3175,8506,234841
3176,31257,294676
3177,29173,646873
3178,8108,392152
3179,14546,1014657
3180,32306,918776
3181,35597,2917184
3182,58857,3816154
3183,1931,165758
3184,34726,2649122
3185,35151,2833882
3186,23086,300063
3187,34890,2736451
3188,34860,2754222
3189,7659,331713
3190,16022,694904
3191,58203,3472859
3192,90251,67209
3193,14646,632410
3194,3183,938859
3195,29089,894272
3196,29510,321273
3197,18199,507509
3198,29209,652874
3199,7900,18827
3200,57038,2941068
3201,4652,789051
3202,58657,3832127
3203,58196,3388165
3204,58111,3385744
3205,29532,285777
3206,3368,958763
3207,23244,258146
3208,27560,1402384
3209,34836,2631846
3210,29708,211271
3211,31109,809678
3212,90258,528102
3213,26567,931270
3214,17241,565536
3215,30656,482370
3216,18355,490450
3217,90259,527600
3218,34662,2769954
3219,8850,126553
3220,26484,161273
3221,28679,376273
3222,27683,775773
3223,29449,375379
3224,16733,750051
3225,35519,2915461
3226,18710,350750
3227,2284,783910
3228,57082,2938198
3229,19690,468806
3230,16659,689357
3231,29147,823478
3232,15771,888833
3233,13381,651158
3234,18384,442244
3235,18266,900306
3236,58224,3435948
3237,13784,289056
3238,10196,374354
3239,15242,625757
3240,15286,188056
3241,19589,774253
3242,28710,28013
3243,14140,520003
3244,27119,1161216
3245,34953,2737980
3246,33216,1718188
3247,57994,3370384
3248,34416,2533119
3249,57097,2958972
3250,34407,2562137
3251,10956,16551
3252,14240,30502
3253,28178,1002878
3254,32647,1387605
3255,58752,3678857
3256,15830,901741
3257,20666,685649
3258,18229,545604
3259,2468,153054
3260,13411,274548
3261,9746,207555
3262,57093,3017081
3263,1415,284752
3264,17658,289702
3265,26555,1013070
3266,8094,253646
3267,29875,1012671
3268,16438,893640
3269,8295,955940
3270,20226,12937
3271,35333,2857600
3272,8355,661858
3273,33457,1864197
3274,58827,3816190
3275,11300,332345
3276,58115,3374412
3277,13030,37051
3278,10334,960560
3279,58783,3720608
3280,24156,663834
3281,28359,85472
3282,30111,853671
3283,18143,573036
3284,14574,876157
3285,58231,3447772
3286,10111,761543
3287,4067,159953
3288,18856,284154
3289,22855,709956
3290,5994,905356
3291,15611,285759
3292,13416,324256
3293,58504,3610718
3294,27599,1401387
3295,35303,2839053
3296,8252,2785646
3297,3832,208244
3298,58314,3404207
3299,3603,936136
3300,28599,550279
3301,8871,854548
3302,34171,2391588
3303,6078,95051
3304,58811,3807880
3305,57901,3296859
3306,23966,935308
3307,10380,248745
3308,57944,3357219
3309,30182,685676
3310,58699,3689385
3311,35430,2953418
3312,57408,3202702
3313,33806,2047504
3314,12944,176101
3315,57373,3125557
3316,22334,247140
3317,23007,160360
3318,31469,245276
3319,12614,667757
3320,28866,2376
3321,1388,845452
3322,713,342410
3323,1008,382742
3324,1837,948643
3325,27989,725077
3326,27955,474777
3327,13112,38740
3328,9672,492810
3329,9719,448040
3330,9260,647432
3331,57034,2938769
3332,1654,882952
3333,28277,1016174
3334,58234,3546862
3335,57463,3212402
3336,34252,2451240
3337,34585,2643595
3338,58415,3490871
3339,34089,2360904
3340,34940,2717012
3341,26299,577137
3342,32172,431172
3343,57740,3293540
3344,57872,3303944
3345,24045,494261
3346,17563,277820
3347,13990,90047
3348,34108,2343167
3349,24763,1013856
3350,18001,88240
3351,29676,102874
3352,58030,3368635
3353,57874,3288452
3354,57884,3308574
3355,26218,200640
3356,13054,518354
3357,34038,2316714
3358,8851,286457
3359,19381,480059
3360,34888,2764212
3361,58796,3688043
3362,19008,1001639
3363,15729,335346
3364,58588,3655933
3365,12513,114149
3366,10007,284248
3367,14134,300009
3368,57497,729310
3369,1992,73554
3370,57416,3120646
3371,33928,2236821
3372,58133,3437166
3373,18019,297051
3374,12609,85931
3375,24303,500658
3376,9313,148715
3377,14522,188449
3378,15995,24006
3379,57923,3348468
3380,11035,236706
3381,18132,723868
3382,35005,2760102
3383,29582,515979
3384,58483,3465392
3385,6176,370020
3386,30401,328777
3387,30119,805876
3388,7613,212018
3389,90208,635907
3390,22756,942539
3391,34685,2661861
3392,34146,2396592
3393,12773,984379
3394,27334,613307
3395,58597,3548763
3396,19788,819855
3397,16265,998844
3398,1562,519445
3399,5956,220527
3400,14636,723756
3401,14692,968249
3402,2320,539452
3403,9489,148238
3404,27398,1293078
3405,6158,455972
3406,12230,948250
3407,9328,923257
3408,9366,70638
3409,57058,2939391
3410,9882,278153
3411,6544,577128
3412,15216,715032
3413,25795,109136
3414,17320,922344
3415,8903,909055
3416,1475,28732
3417,8129,282048
3418,12438,857147
3419,8117,814711
3420,2331,243955
3421,1365,153353
3422,58172,3335301
3423,20281,746513
3424,23090,8033
3425,5347,456157
3426,16970,995517
3427,22537,60330
3428,12226,941541
3429,26941,639857
3430,34517,2614344
3431,21692,717232
3432,1730,320034
3433,18566,821036
3434,19105,418436
3435,35604,2967796
3436,15792,915056
3437,4945,277736
3438,15415,223452
3439,29523,568470
3440,22394,784159
3441,829,947628
3442,30065,654579
3443,70,42037
3444,8785,129910
3445,29703,210779
3446,30688,363778
3447,27233,1188987
3448,3809,375043
3449,926,823133
3450,29813,605571
3451,5818,679246
3452,14868,136048
3453,34973,2732565
3454,225,868844
3455,16363,1013744
3456,15264,242257
3457,7514,278818
3458,6659,431323
3459,15939,660066
3460,17138,991854
3461,26911,173548
3462,12814,262844
3463,13196,238250
3464,17685,43351
3465,10345,586960
3466,18569,340144
3467,10075,33839
3468,10719,530851
3469,15165,262956
3470,1100,786555
3471,10250,713252
3472,8840,192651
3473,17174,838155
3474,13113,67142
3475,11351,591740
3476,14168,463605
3477,90213,613400
3478,13879,556815
3479,21292,518037
3480,57569,3282012
3481,1413,344852
3482,28934,712273
3483,17089,212335
3484,29384,305077
3485,10829,602543
3486,35084,2769570
3487,18841,342054
3488,41,432432
3489,5722,667346
3490,29995,824671
3491,31089,884376
3492,27619,864471
3493,5628,173342
3494,26379,880332
3495,17782,643658
3496,26590,61476
3497,16891,911160
3498,27045,318835
3499,9100,585749
3500,13652,761459
3501,12193,729459
3502,10194,729057
3503,15699,6039
3504,35583,2925666
3505,252,365745
3506,14065,366238
3507,58297,3455227
3508,10634,913856
3509,20231,867650
3510,29548,288376
3511,58186,3383599
3512,2232,561659
3513,22355,417710
3514,19540,300942
3515,27872,606176
3516,10734,508841
3517,6913,41629
3518,5193,920854
3519,15562,65559
3520,58577,3595637
3521,57849,3303953
3522,2448,294827
3523,29517,445674
3524,20741,237619
3525,11726,861742
3526,19827,852973
3527,17443,591209
3528,1678,593052
3529,17739,972862
3530,17491,637451
3531,10072,132938
3532,8235,972648
3533,34254,2497181
3534,9064,300933
3535,19800,89032
3536,58511,3538009
3537,9818,45056
3538,5442,580155
3539,34211,2465881
3540,14869,701259
3541,8350,735656
3542,23275,670467
3543,57083,3049729
3544,26687,483537
3545,6384,817824
3546,234,402846
3547,3389,844567
3548,25127,654252
3549,3031,444556
3550,13600,292467
3551,31189,897170
3552,4526,953843
3553,22185,646958
3554,57903,3232204
3555,34967,2736291
3556,27385,1225798
3557,34760,2668598
3558,10012,12647
3559,18302,856869
3560,6863,31826
3561,4775,48057
3562,34526,2598396
3563,57453,3097243
3564,27362,1222948
3565,8207,960551
3566,10628,252452
3567,34900,2811086
3568,33539,1918344
3569,32265,203070
3570,34849,2687133
3571,12493,860259
3572,34384,2539960
3573,21714,33259
3574,33204,1481745
3575,27118,1160509
3576,33202,1481754
3577,34837,2692753
3578,15799,597546
3579,57098,3028902
3580,5295,907547
3581,13729,469250
3582,32363,538473
3583,58325,3398100
3584,59086,4845861
3585,57920,3309571
3586,58804,3660478
3587,58694,3690701
3588,10971,909756
3589,8101,671147
3590,17892,209830
3591,5694,1011638
3592,16900,670748
3593,34507,2654911
3594,10191,787459
3595,33818,2059990
3596,21906,956938
3597,10178,24659
3598,58862,3816510
3599,28155,672573
3600,1905,865450
3601,58719,3690596
3602,22139,1007154
3603,24443,675855
3604,31488,143372
3605,32021,535874
3606,8536,751254
3607,3722,738143
3608,16835,664756
3609,58189,3438060
3610,1643,704755
3611,58239,3404506
3612,57754,3280625
3613,58560,3597677
3614,12010,204004
3615,30879,631570
3616,8813,169327
3617,30011,641775
3618,32957,1416279
3619,444,597313
3620,28611,490179
3621,58079,3393851
3622,18240,223005
3623,15243,417626
3624,22895,382658
3625,29120,713476
3626,7714,852713
3627,33867,2142155
3628,21848,507152
3629,35497,815277
3630,34110,2354387
3631,28776,634973
3632,2138,960935
3633,15629,592550
3634,57807,3340725
3635,58935,3821037
3636,23364,877369
3637,22138,514936
3638,245,102342
3639,32551,264772
3640,3914,987352
3641,25803,733661
3642,10969,172251
3643,5072,355559
3644,10438,749943
3645,28266,768476
3646,33893,2193616
3647,30447,518176
3648,16075,900034
3649,26342,3783948
3650,15399,945053
3651,26620,1008674
3652,9300,287342
3653,34980,2743244
3654,15820,1005655
3655,1386,799359
3656,24074,933863
3657,58826,3591004
3658,57610,3247589
3659,58574,3650563
3660,4160,309655
3661,18385,579140
3662,12368,233031
3663,16221,108951
3664,35123,2769589
3665,58602,3596250
3666,30117,743679
3667,9299,466044
3668,58366,3415463
3669,19371,49241
3670,12437,749242
3671,27332,1216321
3672,27286,1198605
3673,23627,316840
3674,58271,3596894
3675,19333,671334
3676,22618,316354
3677,58317,3461264
3678,34803,2716088
3679,3701,235530
3680,58640,3610567
3681,10080,934646
3682,16032,195111
3683,15092,331544
3684,1675,83852
3685,11817,40033
3686,16026,859712
3687,25886,956750
3688,28315,256076
3689,14995,279842
3690,58255,3437157
3691,34304,2518497
3692,58289,3445901
3693,18983,253468
3694,26703,396244
3695,16840,955753
3696,14749,639343
3697,19772,163549
3698,58276,3451050
3699,31711,29476
3700,58322,3438958
3701,6662,371223
3702,8234,573335
3703,58106,3374234
3704,9935,474450
3705,93,977045
3706,7598,757612
3707,29922,921178
3708,15035,855143
3709,27932,685779
3710,28314,247476
3711,15442,803265
3712,39,430036
3713,16609,649632
3714,1787,679648
3715,33542,1914421
3716,57927,3303917
3717,16193,235316
3718,28369,95677
3719,9712,613008
3720,32745,1439456
3721,24334,24453
3722,20310,663058
3723,3019,249658
3724,9120,1012457
3725,15575,533740
3726,15334,882242
3727,17797,837608
3728,15969,425108
3729,1098,309851
3730,29613,86675
3731,28567,324274
3732,19358,665865
3733,5271,836852
3734,9102,297547
3735,28471,472979
3736,13454,532042
3737,19512,501459
3738,58816,3835454
3739,28068,649874
3740,12017,148809
3741,2229,550952
3742,11411,884657
3743,9265,49148
3744,11124,936426
3745,58372,3481703
3746,8141,125855
3747,17743,339607
3748,26876,918918
3749,25621,448554
3750,12086,363442
3751,16170,1002355
3752,27824,670878
3753,23296,618807
3754,18467,821906
3755,58177,3394278
3756,28208,945071
3757,11352,595944
3758,17953,806220
3759,13892,987259
3760,4865,506922
3761,17115,111205
3762,27043,336361
3763,57425,3122994
3764,57591,3235410
3765,29950,722777
3766,27290,1211371
3767,8942,992851
3768,35131,2797162
3769,5753,597041
3770,14619,647414
3771,26455,1002373
3772,57978,3346268
3773,13735,588348
3774,15912,626101
3775,8011,146663
3776,18030,598002
3777,18214,480808
3778,58641,3685396
3779,16039,605610
3780,22221,403106
3781,57103,2970657
3782,10344,583268
3783,30072,657178
3784,22946,716413
3785,8491,443634
3786,29910,735973
3787,14026,711753
3788,57428,3194638
3789,131,34537
3790,90268,418100
3791,58328,3487518
3792,35139,2838207
3793,21342,62044
3794,29627,460275
3795,16395,741648
3796,13408,641355
3797,10015,20053
3798,2391,497851
3799,4178,516855
3800,5424,566056
3801,15324,1001059
3802,8121,835613
3803,9172,118156
3804,9881,19356
3805,10984,295057
3806,15731,435666
3807,4705,1009354
3808,15347,382854
3809,26520,897853
3810,18033,956358
3811,1604,950758
3812,27723,218878
3813,31381,406778
3814,31100,763677
3815,31592,558574
3816,28894,32971
3817,31146,631178
3818,14222,450959
3819,5415,276850
3820,31966,529172
3821,11519,693952
3822,432,422657
3823,14639,210452
3824,3845,151546
3825,19213,844053
3826,34394,2529176
3827,14208,616540
3828,28925,708379
3829,15734,811747
3830,11907,389358
3831,235,425845
3832,1497,839068
3833,485,435255
3834,16448,270652
3835,13232,111979
3836,9036,43052
3837,12592,955959
3838,15839,750846
3839,421,58551
3840,18374,319551
3841,18448,527749
3842,15738,306140
3843,15809,247355
3844,16656,267652
3845,17733,942258
3846,10175,950356
3847,15597,984454
3848,10163,990053
3849,8980,52951
3850,10982,814355
3851,18378,211851
3852,9773,868059
3853,8642,251857
3854,968,363648
3855,35388,2973386
3856,58563,3567269
3857,35465,2913887
3858,15101,203052
3859,35109,955548
3860,29496,276074
3861,8546,746157
3862,57993,3348888
3863,58651,3625664
3864,32367,411473
3865,10318,982937
3866,30154,678070
3867,4236,300353
3868,28793,164377
3869,11702,235446
3870,32135,552974
3871,14911,896155
3872,10169,198251
3873,1612,887854
3874,33188,1494914
3875,34253,2539081
3876,4832,933023
3877,11764,598543
3878,12722,1002458
3879,29379,304575
3880,17232,648345
3881,57053,2942690
3882,58264,3437483
3883,89,3350724
3884,58103,3390627
3885,57269,3076604
3886,14178,552956
3887,24735,802866
3888,15323,326054
3889,27330,1216826
3890,17587,844138
3891,3890,663245
3892,10693,724230
3893,23270,472951
3894,4766,412555
3895,19532,401906
3896,6861,90328
3897,8507,481748
3898,27686,213471
3899,31994,568377
3900,5623,676049
3901,25744,663656
3902,35112,2804864
3903,58463,3532641
3904,4196,394156
3905,58534,3397233
3906,232,185448
3907,16971,612159
3908,13297,722816
3909,28778,159971
3910,11112,212522
3911,6700,411624
3912,57968,3325759
3913,402,534756
3914,57095,3047659
3915,33183,1494482
3916,57451,429487
3917,58689,3637247
3918,35241,2794732
3919,5854,473042
3920,19536,18135
3921,16707,74056
3922,16283,706030
3923,32532,995571
3924,20198,767732
3925,19755,135836
3926,23144,616036
3927,9099,75446
3928,17690,807946
3929,90303,772008
3930,13425,540926
3931,17348,542340
3932,2124,165039
3933,57348,3110197
3934,19819,563934
3935,5685,210238
3936,1528,852544
3937,16288,307334
3938,28332,272272
3939,58143,3353266
3940,15359,717924
3941,34847,2793593
3942,35295,2849801
3943,20698,935559
3944,29749,352370
3945,35229,2847085
3946,58357,3531176
3947,5019,822042
3948,58558,3629420
3949,57897,3316739
3950,30433,455477
3951,58088,3386536
3952,18297,361167
3953,12299,171768
3954,13919,521158
3955,16652,561864
3956,4076,1014059
3957,12258,206156
3958,2147,699534
3959,22876,760854
3960,4801,499855
3961,34319,2625724
3962,4735,276159
3963,17598,899736
3964,26708,426057
3965,5786,871648
3966,30076,845573
3967,22327,260868
3968,4048,142955
3969,16908,397858
3970,30987,746979
3971,58780,3721605
3972,58668,3368925
3973,22526,457060
3974,34386,2607412
3975,12087,452841
3976,58892,3804535
3977,8772,197142
3978,16379,565152
3979,4419,93543
3980,15460,409265
3981,30431,277277
3982,29858,995674
3983,29804,420578
3984,17259,115146
3985,27052,428547
3986,11002,692450
3987,1903,854753
3988,8898,173557
3989,8534,885430
3990,58018,3354599
3991,18937,856159
3992,18227,113003
3993,27757,811279
3994,27506,1390324
3995,10916,357151
3996,5478,382256
3997,5095,715050
3998,27235,547840
3999,33758,2009605
4000,58952,3843392
4001,22971,285348
4002,15186,926342
4003,35169,2791517
4004,15503,231149
4005,16151,651149
4006,34441,2602828
4007,861,386731
4008,15651,229342
4009,17169,485139
4010,8878,736448
4011,2057,675659
4012,10383,2631172
4013,2945,479071
4014,14994,380654
4015,33508,1897270
4016,1383,145750
4017,17062,272058
4018,10855,439730
4019,9121,1014554
4020,25260,856944
4021,14061,225241
4022,16583,21256
4023,1556,750444
4024,11311,246237
4025,8197,401951
4026,8858,112556
4027,11686,258539
4028,12331,120542
4029,872,333034
4030,12444,116358
4031,8323,1008450
4032,15091,525549
4033,1401,283157
4034,5740,45038
4035,15463,621357
4036,9659,792453
4037,18145,403656
4038,16561,379050
4039,8541,723158
4040,10434,937339
4041,8199,80552
4042,11671,879336
4043,33682,95716
4044,33664,217237
4045,23998,779968
4046,10820,944935
4047,10200,1014255
4048,9351,912756
4049,16477,678258
4050,12396,490535
4051,8190,916259
4052,1833,345747
4053,18525,2554
4054,14561,50144
4055,10623,565844
4056,13582,783349
4057,9735,874452
4058,9529,228345
4059,10644,218850
4060,14960,159645
4061,12391,575647
4062,13931,534242
4063,14069,926650
4064,17964,656470
4065,26358,293754
4066,5730,362940
4067,9822,660253
4068,16906,205458
4069,27074,1157415
4070,5744,595430
4071,12386,535940
4072,15308,200042
4073,12706,266244
4074,8827,808354
4075,19689,270148
4076,5820,808345
4077,34617,2590037
4078,5995,102155
4079,5490,581358
4080,248,762045
4081,14773,792640
4082,8162,22543
4083,8513,286840
4084,14857,352745
4085,14,35301
4086,58127,3371309
4087,10160,1011656
4088,10988,141556
4089,9336,208459
4090,6195,628356
4091,57813,3284490
4092,32232,979375
4093,27664,867070
4094,30337,125471
4095,17863,144155
4096,12936,929802
4097,57358,3076220
4098,57311,3076248
4099,33785,2713920
4100,9263,407645
4101,15440,1009055
4102,258,317342
4103,16191,651859
4104,12285,284556
4105,358,667252
4106,8321,982553
4107,14864,818652
4108,17431,913146
4109,26559,954279
4110,26513,164975
4111,17922,890957
4112,30357,142179
4113,4091,278555
4114,4204,521952
4115,59112,5205819
4116,28788,391977
4117,28593,366078
4118,10127,179148
4119,18028,92706
4120,27054,925411
4121,57706,3243282
4122,23864,351560
4123,1627,3386983
4124,58786,3696936
4125,34102,2372774
4126,25054,78559
4127,32203,561574
4128,57954,3343146
4129,58728,3750650
4130,1169,94755
4131,18780,412667
4132,4767,474759
4133,16825,100236
4134,28805,516873
4135,58029,3370133
4136,15847,354253
4137,18561,860053
4138,35043,2756767
4139,18600,477639
4140,34643,2791085
4141,867,675332
4142,20164,140362
4143,5058,245557
4144,28790,575375
4145,33026,374774
4146,34209,2483120
4147,8421,556011
4148,5962,110413
4149,12865,973252
4150,9615,253730
4151,11423,924843
4152,27314,1216022
4153,34978,2748502
4154,873,395238
4155,29143,717670
4156,57703,3284445
4157,16394,411549
4158,58300,3446225
4159,178,577230
4160,29061,800479
4161,15590,831941
4162,32348,258379
4163,23498,766164
4164,29331,67870
4165,28330,266271
4166,34535,2687487
4167,33947,2121196
4168,18409,497404
4169,30395,389376
4170,18216,857455
4171,969,366247
4172,30615,415770
4173,59101,5047505
4174,20720,479839
4175,8533,134455
4176,26442,238737
4177,17736,697147
4178,30836,564977
4179,11708,134848
4180,58671,3640359
4181,3302,809650
4182,58450,3485215
4183,19559,232856
4184,21074,414764
4185,17842,949154
4186,26967,297257
4187,57922,3297490
4188,34383,2618780
4189,11159,579364
4190,58319,3440830
4191,24563,528960
4192,20099,822556
4193,26738,656658
4194,23799,473266
4195,15300,655660
4196,3206,514655
4197,11903,702359
4198,3161,824653
4199,58932,3806481
4200,34014,1435092
4201,3337,497954
4202,26181,739355
4203,26906,380458
4204,3400,735067
4205,58739,3619216
4206,5567,274164
4207,18698,748964
4208,19693,256049
4209,57704,3211937
4210,11475,157155
4211,660,645317
4212,17652,359650
4213,2312,287856
4214,22942,764067
4215,23474,599764
4216,10663,27614
4217,3759,855844
4218,14523,91615
4219,737,213912
4220,3601,672238
4221,10906,997155
4222,17759,112510
4223,35444,2858960
4224,26522,333650
4225,34409,2505460
4226,58249,3415454
4227,1184,623454
4228,9369,879644
4229,59104,5082382
4230,352,222558
4231,11862,137456
4232,30350,133579
4233,21635,308836
4234,2455,517441
4235,15759,809856
4236,90175,853804
4237,10828,141341
4238,13292,165806
4239,14491,667524
4240,15671,3720
4241,57022,2948423
4242,1374,103134
4243,18059,324863
4244,8810,885225
4245,17244,651756
4246,33646,1751420
4247,5686,610539
4248,1039,219343
4249,1607,10250
4250,9377,892250
4251,10308,466754
4252,6128,353724
4253,898,642437
4254,16820,628123
4255,8564,956554
4256,21591,214106
4257,21606,183668
4258,11310,835444
4259,8232,835743
4260,9661,871358
4261,13960,848453
4262,34457,2577739
4263,15228,380944
4264,11526,883959
4265,9245,944739
4266,90384,734613
4267,2300,940021
4268,9507,858528
4269,33851,2123930
4270,1617,330855
4271,6180,849432
4272,10378,797140
4273,639,541101
4274,23472,398668
4275,1655,880855
4276,10597,1003950
4277,58513,3595271
4278,23099,531157
4279,845,722432
4280,58581,3548567
4281,18942,678052
4282,889,260831
4283,26912,246022
4284,11580,610128
4285,10635,384353
4286,21031,273336
4287,1868,54058
4288,25703,401755
4289,17280,768953
4290,51,382537
4291,1086,625850
4292,2375,505831
4293,2317,59754
4294,4146,829050
4295,26677,859655
4296,27219,1187551
4297,12432,1000856
4298,17410,1008151
4299,16402,1016259
4300,14316,208347
4301,27503,1396764
4302,1847,443148
4303,8672,755421
4304,3799,720746
4305,3109,101952
4306,28837,580874
4307,3113,227357
4308,28663,559179
4309,11866,765019
4310,11916,53051
4311,12223,719656
4312,4255,593007
4313,16757,398248
4314,6985,161602
4315,23287,664206
4316,34562,2594240
4317,15708,646145
4318,8774,982142
4319,4181,459354
4320,12633,853952
4321,24272,675051
4322,26847,304520
4323,28157,815772
4324,9306,617145
4325,16369,374130
4326,22358,571135
4327,17211,856748
4328,10520,962313
4329,15932,898627
4330,15934,809539
4331,1164,961259
4332,10266,1010015
4333,11491,710859
4334,16275,278733
4335,12457,699253
4336,4084,172457
4337,5600,438434
4338,34229,2505451
4339,18418,869524
4340,12204,29636
4341,11295,268136
4342,15270,290838
4343,19674,639633
4344,52,293437
4345,4511,424240
4346,4678,991555
4347,6531,738013
4348,14820,855303
4349,3255,184656
4350,2753,641449
4351,6638,685023
4352,4993,69333
4353,5223,877752
4354,14731,774235
4355,2725,410917
4356,6732,386825
4357,17672,273550
4358,14269,572459
4359,419,919755
4360,15261,937759
4361,15111,858854
4362,15254,442057
4363,8632,688453
4364,9658,924254
4365,16187,659453
4366,8183,356752
4367,1779,98351
4368,884,960533
4369,11463,385547
4370,4132,294751
4371,3144,799854
4372,3814,298245
4373,5518,714165
4374,5544,596062
4375,5548,181963
4376,17607,738657
4377,15826,452739
4378,10845,623548
4379,12201,12142
4380,4439,773443
4381,1141,285151
4382,27244,1189993
4383,58279,3433047
4384,9139,189129
4385,19595,491653
4386,14642,349129
4387,9356,700430
4388,175,469737
4389,10137,812614
4390,17975,522034
4391,3110,42354
4392,34666,2621940
4393,5981,729011
4394,58517,3479018
4395,20279,706254
4396,12591,72258
4397,2102,631422
4398,26922,714978
4399,9374,107459
4400,12980,560214
4401,9388,312356
4402,2281,846619
4403,28063,835079
4404,12298,370954
4405,13341,362717
4406,17589,1011852
4407,5033,47247
4408,7025,236603
4409,15305,869551
4410,12425,981350
4411,9888,56717
4412,17959,63050
4413,11891,753856
4414,16125,775054
4415,13206,804815
4416,13104,16748
4417,7493,425911
4418,28614,336576
4419,29966,910079
4420,12611,372538
4421,10672,316859
4422,54,672537
4423,16094,362043
4424,14556,534859
4425,2068,520423
4426,3792,640246
4427,1829,503547
4428,3193,441050
4429,4748,458553
4430,16216,677644
4431,1480,70058
4432,1745,291732
4433,15779,574949
4434,8640,954158
4435,5969,214414
4436,1843,629746
4437,10280,760210
4438,4097,73152
4439,3821,513546
4440,13999,425050
4441,1696,901938
4442,14894,485214
4443,5709,11837
4444,4054,998657
4445,769,58225
4446,6813,188720
4447,12163,265340
4448,11319,830645
4449,5885,105026
4450,12828,423449
4451,3732,933041
4452,6540,680813
4453,2740,785147
4454,7875,119528
4455,2754,575348
4456,2769,183846
4457,2290,457220
4458,13883,801056
4459,16941,72351
4460,14991,370721
4461,15258,863652
4462,15853,652959
4463,17632,976954
4464,404,647759
4465,8503,944748
4466,11747,481944
4467,18120,138051
4468,17629,1017854
4469,10407,621151
4470,18101,14753
4471,1867,278256
4472,6084,496957
4473,13033,879747
4474,15164,615851
4475,6923,976226
4476,6762,488420
4477,35518,2806877
4478,11507,584920
4479,11868,1007819
4480,10920,638850
4481,2832,257233
4482,16082,696551
4483,22918,223322
4484,3818,303747
4485,5336,143952
4486,3133,871956
4487,58307,3466988
4488,1165,918150
4489,15214,538222
4490,14355,230423
4491,2721,511618
4492,3745,459644
4493,4222,353957
4494,3301,629353
4495,3817,388940
4496,3840,137447
4497,4086,114457
4498,5062,251558
4499,2779,670430
4500,4062,154154
4501,5285,207845
4502,4050,145554
4503,4148,837158
4504,4170,634955
4505,4218,288358
4506,14534,45047
4507,14853,794653
4508,14674,656032
4509,14761,614948
4510,4638,677354
4511,3149,767152
4512,4444,214843
4513,14095,442655
4514,26260,17259
4515,4016,326858
4516,14924,126740
4517,3749,353546
4518,14584,474058
4519,6442,188917
4520,3067,340751
4521,12365,990642
4522,3075,362155
4523,3078,366359
4524,3599,593333
4525,3079,138257
4526,3600,604033
4527,3761,858443
4528,5087,392255
4529,3087,160454
4530,5337,627854
4531,3091,18050
4532,3607,368933
4533,3095,28255
4534,6528,243414
4535,3099,91754
4536,4630,1011553
4537,5093,363657
4538,6530,735414
4539,2682,798512
4540,3770,207041
4541,2786,465337
4542,5105,108652
4543,3777,209148
4544,5115,280558
4545,5117,311658
4546,4071,61953
4547,6574,935719
4548,4654,636753
4549,2794,496434
4550,7031,241009
4551,3179,651952
4552,3184,665258
4553,5136,970055
4554,6464,609010
4555,2273,450669
4556,3190,379153
4557,5142,938354
4558,3018,306056
4559,4098,185251
4560,3197,393252
4561,3864,397540
4562,3985,288152
4563,6592,505916
4564,5150,975452
4565,3218,445955
4566,4672,743053
4567,5410,3252
4568,3228,329952
4569,2695,610913
4570,7085,917500
4571,2804,112332
4572,5297,742944
4573,4683,931458
4574,3248,173959
4575,5162,23456
4576,4123,816256
4577,4690,870856
4578,3268,849357
4579,3029,276551
4580,4697,754853
4581,11252,379649
4582,2698,620015
4583,4290,622037
4584,5422,563457
4585,3281,608451
4586,3688,824738
4587,3034,513256
4588,3896,799948
4589,2260,745570
4590,5180,986551
4591,4134,296858
4592,3303,811457
4593,3807,370347
4594,3305,630658
4595,7072,837000
4596,4722,132451
4597,2708,719610
4598,4951,290230
4599,4477,818540
4600,6637,44929
4601,3330,895055
4602,20081,231336
4603,5196,988256
4604,3339,500256
4605,4952,87234
4606,5198,924357
4607,4364,44040
4608,3351,108269
4609,5214,706058
4610,3579,61832
4611,4598,827355
4612,5218,782351
4613,3826,333940
4614,4958,966731
4615,6280,177500
4616,5221,726458
4617,3719,856243
4618,3377,1014965
4619,6671,571920
4620,5358,34452
4621,4177,639651
4622,6787,719030
4623,4494,343248
4624,5232,731957
4625,3401,644963
4626,3830,421445
4627,5364,956255
4628,2767,173641
4629,3834,122546
4630,4769,414652
4631,4770,195157
4632,5529,342362
4633,5531,591366
4634,17093,794336
4635,3837,246947
4636,4774,197254
4637,5074,381950
4638,5536,458665
4639,5538,411062
4640,4199,319458
4641,6706,553926
4642,4779,543459
4643,5546,467265
4644,5557,193162
4645,5559,479567
4646,5076,292850
4647,5270,837354
4648,6725,263627
4649,2160,31134
4650,6805,917630
4651,5590,501767
4652,3897,988845
4653,4752,460350
4654,4041,49951
4655,14361,627425
4656,10503,275657
4657,5835,394259
4658,9973,736662
4659,2301,141350
4660,12315,801654
4661,17884,997052
4662,11175,305059
4663,17588,888552
4664,15899,9955
4665,12098,630041
4666,17661,864855
4667,1982,615253
4668,11527,644057
4669,15469,471057
4670,8191,818559
4671,9769,760957
4672,11013,686758
4673,10831,193649
4674,34217,2385514
4675,17513,739832
4676,13209,830113
